 L        TxT           TxW1          TxW2          TxW3          TxW4          TxW5          TxW6          TxW7          TxW8          TxW9         TxW10         W1xW1         W1xW2         W1xW3         W1xW4         W1xW5         W1xW6         W1xW7         W1xW8         W1xW9         W1xW10        W2xW2         W2xW3         W2xW4         W2xW5         W2xW6         W2xW7         W2xW8         W2xW9         W2xW10        W3xW3         W3xW4         W3xW5         W3xW6         W3xW7         W3xW8         W3xW9         W3xW10        W4xW4         W4xW5         W4xW6         W4xW7         W4xW8         W4xW9         W4xW10        W5xW5         W5xW6         W5xW7         W5xW8         W5xW9         W5xW10        W6xW6         W6xW7         W6xW8         W6xW9         W6xW10        W7xW7         W7xW8         W7xW9         W7xW10        W8xW8         W8xW9         W8xW10        W9xW9         W9xW10       W10xW10      
20    1.849248e-12  5.129082e-10  4.551403e-10  3.791371e-10  3.176193e-10  2.674784e-10  2.251271e-10  1.879575e-10  1.541534e-10  1.218612e-10  8.378669e-11  2.619301e-05  8.188293e-06  1.351067e-06  1.487553e-07  1.041173e-08  2.047767e-10 -6.033303e-11 -2.351709e-11 -1.688986e-11 -1.771442e-11  1.709106e-05  8.760447e-06  2.372267e-06  3.890106e-07  3.539718e-08  6.143330e-10 -2.350964e-10 -2.747437e-11 -1.600527e-12  1.181184e-05  7.106313e-06  2.361536e-06  4.411320e-07  3.757427e-08 -5.038609e-10 -3.032306e-10 -1.532527e-11  8.757054e-06  5.619224e-06  1.983318e-06  3.502006e-07  1.845057e-08 -1.338381e-09 -1.151584e-10  6.756385e-06  4.412291e-06  1.483725e-06  1.967957e-07  6.052967e-10 -5.032950e-10  5.323354e-06  3.387920e-06  9.420809e-07  5.771674e-08 -1.922485e-09  4.204481e-06  2.461196e-06  4.272358e-07 -1.654414e-09  3.267281e-06  1.541829e-06  6.456299e-08  2.373388e-06  5.864610e-07  1.134408e-06
21    1.705671e-12  4.571421e-10  4.143664e-10  3.479018e-10  2.928342e-10  2.474776e-10  2.088915e-10  1.748762e-10  1.437691e-10  1.137751e-10  7.832868e-11  2.556140e-05  8.147320e-06  1.359311e-06  1.519698e-07  1.103848e-08  2.964446e-10 -5.094561e-11 -2.428117e-11 -1.955824e-11 -2.074721e-11  1.709264e-05  8.810643e-06  2.404116e-06  3.997774e-07  3.782403e-08  1.010378e-09 -1.819222e-10 -2.177262e-11 -1.276828e-12  1.189916e-05  7.184396e-06  2.403698e-06  4.558704e-07  4.095885e-08  4.172574e-13 -2.481759e-10 -1.152586e-11  8.856740e-06  5.699517e-06  2.025793e-06  3.646407e-07  2.138864e-08 -1.021160e-09 -9.404538e-11  6.850877e-06  4.485995e-06  1.521005e-06  2.079097e-07  2.216179e-09 -4.269170e-10  5.407665e-06  3.451462e-06  9.707853e-07  6.389399e-08 -1.565907e-09  4.277022e-06  2.512624e-06  4.450845e-07 -8.227904e-11  3.327448e-06  1.578939e-06  7.053448e-08  2.420167e-06  6.045447e-07  1.160377e-06
22    1.580561e-12  4.087341e-10  3.780770e-10  3.199222e-10  2.705700e-10  2.294886e-10  1.942595e-10  1.630102e-10  1.342269e-10  1.062732e-10  7.329273e-11  2.492022e-05  8.089182e-06  1.363916e-06  1.546032e-07  1.160477e-08  4.092153e-10 -6.051729e-12  1.375508e-11  1.870045e-11  2.038868e-11  1.706054e-05  8.842786e-06  2.430050e-06  4.090851e-07  3.995309e-08  1.352445e-09 -1.380652e-10 -1.737708e-11 -1.025085e-12  1.196496e-05  7.249180e-06  2.440445e-06  4.689984e-07  4.397658e-08  4.393359e-10 -2.028751e-10 -8.594579e-12  8.941998e-06  5.770239e-06  2.063970e-06  3.777224e-07  2.402878e-08 -7.464995e-10 -7.732542e-11  6.935304e-06  4.552809e-06  1.555127e-06  2.180781e-07  3.662094e-09 -3.639546e-10  5.484813e-06  3.510109e-06  9.973718e-07  6.956148e-08 -1.254016e-09  4.344477e-06  2.560705e-06  4.617257e-07  1.343229e-09  3.384096e-06  1.613965e-06  7.608808e-08  2.464676e-06  6.217090e-07  1.185308e-06
23    1.470273e-12  3.665391e-10  3.456494e-10  2.947638e-10  2.504927e-10  2.132163e-10  1.809829e-10  1.522004e-10  1.254754e-10  9.938976e-11  6.873538e-11  2.427573e-05  8.015716e-06  1.365137e-06  1.566576e-07  1.206657e-08  4.863024e-10  1.250707e-11  2.574534e-11  3.022194e-11  3.294393e-11  1.699738e-05  8.857987e-06  2.450406e-06  4.170259e-07  4.181066e-08  1.649290e-09 -1.013846e-10 -1.394145e-11 -8.174144e-13  1.201033e-05  7.301258e-06  2.472023e-06  4.806001e-07  4.665473e-08  8.228621e-10 -1.646642e-10 -6.455128e-12  9.013358e-06  5.831721e-06  2.098019e-06  3.895103e-07  2.638887e-08 -5.067414e-10 -6.356832e-11  7.009946e-06  4.612926e-06  1.586203e-06  2.273423e-07  4.951778e-09 -3.098297e-10  5.554943e-06  3.563966e-06  1.021912e-06  7.474109e-08 -9.823388e-10  4.406913e-06  2.605495e-06  4.772043e-07  2.628707e-09  3.437246e-06  1.646941e-06  8.124348e-08  2.506914e-06  6.379736e-07  1.209198e-06
24    1.372955e-12  3.296167e-10  3.165716e-10  2.720758e-10  2.323338e-10  1.984299e-10  1.688746e-10  1.423317e-10  1.174896e-10  9.316142e-11  6.469411e-11  2.363276e-05  7.928570e-06  1.363211e-06  1.581479e-07  1.240317e-08  4.990411e-10 -2.687280e-11 -2.144606e-11 -1.966290e-11 -2.046079e-11  1.690559e-05  8.857300e-06  2.465490e-06  4.236746e-07  4.341450e-08  1.906137e-09 -7.051380e-11 -1.131416e-11 -6.251191e-13  1.203632e-05  7.341216e-06  2.498665e-06  4.907462e-07  4.901149e-08  1.156794e-09 -1.319093e-10 -5.085558e-12  9.071367e-06  5.884307e-06  2.128102e-06  4.000598e-07  2.848040e-08 -2.980016e-10 -5.179210e-11  7.075107e-06  4.666551e-06  1.614345e-06  2.357379e-07  6.089413e-09 -2.619392e-10  5.618230e-06  3.613158e-06  1.044476e-06  7.945009e-08 -7.490597e-10  4.464420e-06  2.647065e-06  4.915629e-07  3.777933e-09  3.486939e-06  1.677907e-06  8.601775e-08  2.546896e-06  6.533601e-07  1.232051e-06
25    1.286801e-12  2.972025e-10  2.904577e-10  2.516071e-10  2.158885e-10  1.849691e-10  1.578158e-10  1.333071e-10  1.102106e-10  8.754594e-11  6.107870e-11  2.299629e-05  7.829680e-06  1.358521e-06  1.591952e-07  1.269640e-08  5.273772e-10 -4.168303e-11 -4.229597e-11 -4.200377e-11 -4.469994e-11  1.678792e-05  8.841972e-06  2.475726e-06  4.291575e-07  4.479613e-08  2.128126e-09 -4.463860e-11 -9.260459e-12 -4.344972e-13  1.204413e-05  7.369752e-06  2.520701e-06  4.995707e-07  5.108846e-08  1.447875e-09 -1.044030e-10 -4.142887e-12  9.116648e-06  5.928406e-06  2.154451e-06  4.094837e-07  3.034242e-08 -1.166074e-10 -4.202104e-11  7.131136e-06  4.713930e-06  1.639713e-06  2.433491e-07  7.100229e-09 -2.203943e-10  5.674871e-06  3.657833e-06  1.065172e-06  8.374157e-08 -5.464014e-10  4.517109e-06  2.685501e-06  5.048696e-07  4.812953e-09  3.533226e-06  1.706913e-06  9.044576e-08  2.584642e-06  6.678990e-07  1.253877e-06
26    1.209565e-12  2.686646e-10  2.669695e-10  2.331178e-10  2.009633e-10  1.726967e-10  1.477113e-10  1.250434e-10  1.035732e-10  8.248006e-11  5.779013e-11  2.237033e-05  7.720817e-06  1.351414e-06  1.598909e-07  1.299727e-08  6.184601e-10  1.632300e-11  1.324214e-11  1.528649e-11  1.610989e-11  1.664702e-05  8.813237e-06  2.481528e-06  4.335966e-07  4.598539e-08  2.320049e-09 -2.305414e-11 -7.589744e-12 -2.601949e-13  1.203499e-05  7.387590e-06  2.538463e-06  5.072050e-07  5.292515e-08  1.702408e-09 -8.187792e-11 -3.357105e-12  9.149869e-06  5.964460e-06  2.177308e-06  4.178935e-07  3.201198e-08  4.103742e-11 -3.427403e-11  7.178428e-06  4.755342e-06  1.662475e-06  2.502594e-07  8.008248e-09 -1.853101e-10  5.725108e-06  3.698169e-06  1.084113e-06  8.766824e-08 -3.673047e-10  4.565126e-06  2.720914e-06  5.171964e-07  5.754919e-09  3.576191e-06  1.734025e-06  9.456261e-08  2.620192e-06  6.816259e-07  1.274693e-06
27    1.140483e-12  2.434635e-10  2.457488e-10  2.162851e-10  1.873127e-10  1.614711e-10  1.384763e-10  1.174709e-10  9.750384e-11  7.787423e-11  5.474408e-11  2.175821e-05  7.603649e-06  1.342121e-06  1.602085e-07  1.322947e-08  6.825693e-10  5.175037e-11  4.624847e-11  4.935886e-11  5.258297e-11  1.648557e-05  8.772329e-06  2.483288e-06  4.370966e-07  4.700715e-08  2.487119e-09 -4.829279e-12 -6.210261e-12 -1.978386e-13  1.201017e-05  7.395466e-06  2.552269e-06  5.137610e-07  5.455234e-08  1.926738e-09 -6.304983e-11 -2.740294e-12  9.171736e-06  5.992928e-06  2.196907e-06  4.253840e-07  3.351546e-08  1.794308e-10 -2.801274e-11  7.217406e-06  4.791082e-06  1.682797e-06  2.565398e-07  8.829551e-09 -1.554145e-10  5.769204e-06  3.734358e-06  1.101415e-06  9.127383e-08 -2.077531e-10  4.608636e-06  2.753426e-06  5.286156e-07  6.618575e-09  3.615932e-06  1.759317e-06  9.840030e-08  2.653602e-06  6.945795e-07  1.294526e-06
28    1.078264e-12  2.211450e-10  2.264937e-10  2.008512e-10  1.747489e-10  1.511760e-10  1.300281e-10  1.105242e-10  9.193575e-11  7.364698e-11  5.188349e-11  2.116220e-05  7.479549e-06  1.330837e-06  1.601341e-07  1.334352e-08  6.612191e-10  2.325620e-12 -7.944760e-12 -7.088831e-12 -7.049157e-12  1.630586e-05  8.720273e-06  2.481305e-06  4.397295e-07  4.787729e-08  2.632931e-09  1.072551e-11 -5.062823e-12 -2.771274e-13  1.197075e-05  7.393991e-06  2.562358e-06  5.193117e-07  5.598830e-08  2.125147e-09 -4.688839e-11 -2.324839e-12  9.182849e-06  6.014188e-06  2.213422e-06  4.320141e-07  3.486710e-08  3.018906e-10 -2.280599e-11  7.248431e-06  4.821391e-06  1.700799e-06  2.622315e-07  9.572300e-09 -1.294754e-10  5.807384e-06  3.766553e-06  1.117157e-06  9.458161e-08 -6.563558e-11  4.647778e-06  2.783135e-06  5.391740e-07  7.410406e-09  3.652534e-06  1.782847e-06  1.019765e-07  2.684912e-06  7.067859e-07  1.313394e-06
29    1.021928e-12  2.013208e-10  2.089985e-10  1.867239e-10  1.632339e-10  1.417452e-10  1.222678e-10  1.041302e-10  8.681143e-11  6.973056e-11  4.920207e-11  2.058314e-05  7.349525e-06  1.317733e-06  1.597484e-07  1.342454e-08  6.465750e-10 -3.537975e-11 -4.957914e-11 -5.058995e-11 -5.326908e-11  1.610943e-05  8.657634e-06  2.475662e-06  4.414885e-07  4.859103e-08  2.757069e-09  2.367969e-11 -4.101764e-12 -2.975255e-13  1.191733e-05  7.383408e-06  2.568752e-06  5.238326e-07  5.722255e-08  2.296994e-09 -3.336552e-11 -2.045079e-12  9.183451e-06  6.028335e-06  2.226839e-06  4.377495e-07  3.605406e-08  4.087328e-10 -1.872622e-11  7.271599e-06  4.846295e-06  1.716452e-06  2.672984e-07  1.022769e-08 -1.068021e-10  5.839673e-06  3.794747e-06  1.131305e-06  9.756202e-08  5.790160e-11  4.682543e-06  2.810021e-06  5.488402e-07  8.117381e-09  3.685968e-06  1.804591e-06  1.052690e-07  2.714092e-06  7.182246e-07  1.331271e-06
30    9.709101e-13  1.836658e-10  1.930921e-10  1.738235e-10  1.527188e-10  1.331010e-10  1.151011e-10  9.822366e-11  8.208077e-11  6.607496e-11  4.669910e-11  2.002176e-05  7.214579e-06  1.302989e-06  1.591194e-07  1.353587e-08  7.059059e-10  9.031905e-12 -5.897788e-12 -5.617901e-12 -5.997343e-12  1.589792e-05  8.585085e-06  2.466507e-06  4.423924e-07  4.914989e-08  2.859937e-09  3.417021e-11 -3.299112e-12 -1.402532e-13  1.185063e-05  7.364073e-06  2.571546e-06  5.273330e-07  5.825440e-08  2.442729e-09 -2.242489e-11 -1.828255e-12  9.173902e-06  6.035563e-06  2.237209e-06  4.425892e-07  3.707341e-08  5.006061e-10 -1.578239e-11  7.287101e-06  4.865899e-06  1.729779e-06  2.717319e-07  1.079335e-08 -8.693614e-11  5.866174e-06  3.818995e-06  1.143864e-06  1.002048e-07  1.630028e-10  4.712981e-06  2.834108e-06  5.576101e-07  8.734202e-09  3.716256e-06  1.824557e-06  1.082699e-07  2.741141e-06  7.288924e-07  1.348151e-06
31    9.240428e-13  1.679140e-10  1.786084e-10  1.619927e-10  1.430277e-10  1.250837e-10  1.084315e-10  9.275173e-11  7.769768e-11  6.265974e-11  4.436151e-11  1.947994e-05  7.076244e-06  1.286873e-06  1.582391e-07  1.361451e-08  7.631570e-10  5.494321e-11  3.977257e-11  4.154346e-11  4.369378e-11  1.567405e-05  8.503989e-06  2.454311e-06  4.425762e-07  4.958495e-08  2.946726e-09  4.294549e-11 -2.663475e-12 -2.992903e-14  1.177210e-05  7.336874e-06  2.571146e-06  5.299666e-07  5.912634e-08  2.568906e-09 -1.330537e-11 -1.614132e-12  9.155068e-06  6.036454e-06  2.244846e-06  4.466708e-07  3.796466e-08  5.810595e-10 -1.349191e-11  7.295489e-06  4.880596e-06  1.741011e-06  2.756393e-07  1.129430e-08 -6.963903e-11  5.887252e-06  3.839565e-06  1.154996e-06  1.025805e-07  2.554871e-10  4.739336e-06  2.855575e-06  5.655895e-07  9.287395e-09  3.743557e-06  1.842859e-06  1.110299e-07  2.766160e-06  7.388496e-07  1.364083e-06
32    8.815121e-13  1.538378e-10  1.654006e-10  1.510926e-10  1.340148e-10  1.175753e-10  1.021951e-10  8.767193e-11  7.362099e-11  5.947107e-11  4.217604e-11  1.895909e-05  6.935873e-06  1.269625e-06  1.571046e-07  1.360877e-08  7.552613e-10  3.539767e-11  1.818851e-11  1.915907e-11  2.007988e-11  1.544027e-05  8.415601e-06  2.439505e-06  4.421613e-07  4.992370e-08  3.021951e-09  5.064030e-11 -2.198079e-12 -1.439113e-13  1.168309e-05  7.302638e-06  2.567931e-06  5.318727e-07  5.987594e-08  2.681231e-09 -5.342508e-12 -1.374492e-12  9.127769e-06  6.031563e-06  2.250043e-06  4.501192e-07  3.876256e-08  6.531635e-10 -1.145009e-11  7.297294e-06  4.890765e-06  1.750362e-06  2.791172e-07  1.175230e-08 -5.467711e-11  5.903264e-06  3.856713e-06  1.164852e-06  1.047520e-07  3.403082e-10  4.761851e-06  2.874594e-06  5.728762e-07  9.800317e-09  3.768034e-06  1.859608e-06  1.135953e-07  2.789251e-06  7.481540e-07  1.379114e-06
33    8.424033e-13  1.412299e-10  1.533437e-10  1.410545e-10  1.256690e-10  1.106060e-10  9.641300e-11  8.295584e-11  6.981141e-11  5.649473e-11  4.013504e-11  1.845934e-05  6.794412e-06  1.251438e-06  1.557733e-07  1.356365e-08  7.284401e-10 -1.624345e-12 -2.121827e-11 -2.161125e-11 -2.263206e-11  1.519833e-05  8.320728e-06  2.422303e-06  4.411874e-07  5.017189e-08  3.086428e-09  5.736519e-11 -1.869821e-12 -3.600750e-13  1.158451e-05  7.261861e-06  2.562069e-06  5.330894e-07  6.050918e-08  2.780729e-09  1.604159e-12 -1.159556e-12  9.092515e-06  6.021194e-06  2.252916e-06  4.529624e-07  3.947093e-08  7.176462e-10 -9.662318e-12  7.292822e-06  4.896596e-06  1.757909e-06  2.821830e-07  1.216864e-08 -4.163708e-11  5.914400e-06  3.870562e-06  1.173478e-06  1.067265e-07  4.178032e-10  4.780643e-06  2.891239e-06  5.794946e-07  1.027388e-08  3.789755e-06  1.874846e-06  1.159731e-07  2.810453e-06  7.568223e-07  1.393261e-06
34    8.063257e-13  1.299108e-10  1.423276e-10  1.318201e-10  1.179830e-10  1.041988e-10  9.109279e-11  7.857240e-11  6.623742e-11  5.371718e-11  3.823274e-11  1.798043e-05  6.652633e-06  1.232470e-06  1.542982e-07  1.352431e-08  7.299495e-10 -6.899157e-12 -2.771984e-11 -2.830235e-11 -2.912183e-11  1.494973e-05  8.220059e-06  2.402878e-06  4.396819e-07  5.033222e-08  3.140456e-09  6.317068e-11 -1.619511e-12 -4.738122e-13  1.147715e-05  7.214970e-06  2.553693e-06  5.336407e-07  6.102787e-08  2.867739e-09  7.602916e-12 -1.004485e-12  9.049758e-06  6.005614e-06  2.253559e-06  4.552160e-07  4.008961e-08  7.748769e-10 -8.173645e-12  7.282347e-06  4.898258e-06  1.763712e-06  2.848434e-07  1.254205e-08 -3.015015e-11  5.920831e-06  3.881217e-06  1.180909e-06  1.085039e-07  4.877089e-10  4.795819e-06  2.905576e-06  5.854601e-07  1.070622e-08  3.808786e-06  1.888607e-06  1.181652e-07  2.829798e-06  7.648671e-07  1.406533e-06
35    7.733439e-13  1.197287e-10  1.322480e-10  1.233081e-10  1.108803e-10  9.827178e-11  8.615292e-11  7.446655e-11  6.288257e-11  5.112568e-11  3.646579e-11  1.752211e-05  6.511329e-06  1.212873e-06  1.526946e-07  1.348730e-08  7.539812e-10  1.332479e-11 -7.860825e-12 -7.900329e-12 -7.818475e-12  1.469608e-05  8.114387e-06  2.381451e-06  4.376902e-07  5.041228e-08  3.185185e-09  6.828304e-11 -1.309254e-12 -1.455739e-13  1.136192e-05  7.162473e-06  2.542987e-06  5.335734e-07  6.144096e-08  2.943565e-09  1.286576e-11 -8.579360e-13  9.000024e-06  5.985143e-06  2.252101e-06  4.569168e-07  4.062555e-08  8.257209e-10 -6.893876e-12  7.266194e-06  4.895959e-06  1.767860e-06  2.871231e-07  1.287624e-08 -1.999608e-11  5.922764e-06  3.888812e-06  1.187202e-06  1.100973e-07  5.508145e-10  4.807512e-06  2.917687e-06  5.908032e-07  1.110075e-08  3.825208e-06  1.900940e-06  1.201821e-07  2.847335e-06  7.723090e-07  1.418951e-06
36    7.425420e-13  1.105524e-10  1.230121e-10  1.154430e-10  1.042848e-10  9.274361e-11  8.151963e-11  7.059844e-11  5.973830e-11  4.870533e-11  3.482866e-11  1.708402e-05  6.371190e-06  1.192777e-06  1.509689e-07  1.343973e-08  7.845165e-10  4.213462e-11  2.086716e-11  2.138990e-11  2.150672e-11  1.443886e-05  8.004455e-06  2.358240e-06  4.352582e-07  5.041986e-08  3.221758e-09  7.288127e-11 -8.685823e-13  7.383679e-13  1.123968e-05  7.104863e-06  2.530131e-06  5.329356e-07  6.175798e-08  3.009528e-09  1.756568e-11 -6.834131e-13  8.943831e-06  5.960105e-06  2.248678e-06  4.581037e-07  4.108638e-08  8.710219e-10 -5.743444e-12  7.244689e-06  4.889909e-06  1.770444e-06  2.890485e-07  1.317540e-08 -1.100310e-11  5.920411e-06  3.893487e-06  1.192415e-06  1.115210e-07  6.080043e-10  4.815860e-06  2.927663e-06  5.955569e-07  1.146147e-08  3.839110e-06  1.911898e-06  1.220354e-07  2.863116e-06  7.791705e-07  1.430537e-06
37    7.140374e-13  1.022656e-10  1.145396e-10  1.081664e-10  9.815259e-11  8.758474e-11  7.718455e-11  6.698263e-11  5.681076e-11  4.643103e-11  3.330714e-11  1.666561e-05  6.232843e-06  1.172306e-06  1.491256e-07  1.336777e-08  8.045389e-10  6.157027e-11  4.008293e-11  4.087737e-11  4.063232e-11  1.417950e-05  7.890992e-06  2.333453e-06  4.324287e-07  5.036175e-08  3.250984e-09  7.692816e-11 -4.687262e-13  1.529184e-12  1.111128e-05  7.042633e-06  2.515303e-06  5.317719e-07  6.198706e-08  3.066643e-09  2.170529e-11 -5.385813e-13  8.881701e-06  5.930821e-06  2.243418e-06  4.588125e-07  4.147840e-08  9.114262e-10 -4.744366e-12  7.218164e-06  4.880323e-06  1.771554e-06  2.906434e-07  1.344280e-08 -3.004407e-12  5.913988e-06  3.895380e-06  1.196605e-06  1.127873e-07  6.599549e-10  4.821005e-06  2.935592e-06  5.997528e-07  1.179142e-08  3.850583e-06  1.921532e-06  1.237355e-07  2.877193e-06  7.854741e-07  1.441313e-06
38    6.876677e-13  9.476704e-11  1.067592e-10  1.014285e-10  9.244832e-11  8.277505e-11  7.314510e-11  6.362996e-11  5.409886e-11  4.428281e-11  3.188565e-11  1.626619e-05  6.096804e-06  1.151572e-06  1.471725e-07  1.326362e-08  8.038546e-10  6.082103e-11  3.874865e-11  3.940908e-11  3.902468e-11  1.391923e-05  7.774647e-06  2.307278e-06  4.292388e-07  5.024357e-08  3.273491e-09  8.038002e-11 -2.472415e-13  1.726761e-12  1.097751e-05  6.976230e-06  2.498661e-06  5.301213e-07  6.213487e-08  3.115694e-09  2.527907e-11 -4.717472e-13  8.814113e-06  5.897589e-06  2.236439e-06  4.590739e-07  4.180662e-08  9.474275e-10 -3.920140e-12  7.186925e-06  4.867397e-06  1.771270e-06  2.919276e-07  1.368095e-08  4.133756e-12  5.903698e-06  3.894622e-06  1.199822e-06  1.139061e-07  7.071773e-10  4.823081e-06  2.941557e-06  6.034181e-07  1.209288e-08  3.859713e-06  1.929891e-06  1.252908e-07  2.889617e-06  7.912397e-07  1.451301e-06
39    6.631693e-13  8.796872e-11  9.960740e-11  9.518243e-11  8.713634e-11  7.828546e-11  6.937412e-11  6.050808e-11  5.157035e-11  4.225934e-11  3.054642e-11  1.588491e-05  5.963522e-06  1.130682e-06  1.451298e-07  1.313643e-08  7.910184e-10  4.869940e-11  2.587491e-11  2.617041e-11  2.573335e-11  1.365916e-05  7.656003e-06  2.279875e-06  4.257177e-07  5.006911e-08  3.289670e-09  8.330282e-11 -1.113504e-13  1.670479e-12  1.083908e-05  6.906051e-06  2.480338e-06  5.280116e-07  6.220537e-08  3.157099e-09  2.836691e-11 -4.518468e-13  8.741493e-06  5.860660e-06  2.227833e-06  4.589079e-07  4.207363e-08  9.792792e-10 -3.237099e-12  7.151238e-06  4.851294e-06  1.769650e-06  2.929124e-07  1.389090e-08  1.047681e-11  5.889707e-06  3.891316e-06  1.202100e-06  1.148816e-07  7.499082e-10  4.822191e-06  2.945620e-06  6.065677e-07  1.236657e-08  3.866563e-06  1.937009e-06  1.267047e-07  2.900425e-06  7.964784e-07  1.460512e-06
40    6.403224e-13  8.179401e-11  9.302758e-11  8.938639e-11  8.218385e-11  7.408760e-11  6.584213e-11  5.757970e-11  4.919065e-11  4.036239e-11  2.927334e-11  1.552086e-05  5.833348e-06  1.109728e-06  1.430175e-07  1.299739e-08  7.770219e-10  3.658123e-11  1.308975e-11  1.299598e-11  1.233116e-11  1.340022e-05  7.535562e-06  2.251383e-06  4.218905e-07  4.984155e-08  3.299846e-09  8.577703e-11  6.308411e-14  1.813519e-12  1.069659e-05  6.832447e-06  2.460451e-06  5.254676e-07  6.220190e-08  3.191187e-09  3.105632e-11 -4.367842e-13  8.664223e-06  5.820266e-06  2.217683e-06  4.583319e-07  4.228152e-08  1.007175e-09 -2.654672e-12  7.111343e-06  4.832163e-06  1.766749e-06  2.936073e-07  1.407343e-08  1.607200e-11  5.872173e-06  3.885556e-06  1.203469e-06  1.157174e-07  7.883224e-10  4.818438e-06  2.947839e-06  6.092150e-07  1.261302e-08  3.871196e-06  1.942916e-06  1.279798e-07  2.909651e-06  8.012008e-07  1.468961e-06
41    6.189333e-13  7.617582e-11  8.696926e-11  8.400298e-11  7.756161e-11  7.015663e-11  6.252461e-11  5.481621e-11  4.693420e-11  3.858957e-11  2.805539e-11  1.517316e-05  5.706570e-06  1.088793e-06  1.408524e-07  1.285419e-08  7.690322e-10  3.184772e-11  7.933865e-12  7.558442e-12  6.333445e-12  1.314323e-05  7.413793e-06  2.221939e-06  4.177833e-07  4.956438e-08  3.304393e-09  8.787163e-11  3.585702e-13  2.445029e-12  1.055065e-05  6.755764e-06  2.439118e-06  5.225157e-07  6.212833e-08  3.218356e-09  3.341638e-11 -3.975241e-13  8.582684e-06  5.776640e-06  2.206076e-06  4.573659e-07  4.243291e-08  1.031344e-09 -2.142367e-12  7.067490e-06  4.810159e-06  1.762623e-06  2.940241e-07  1.422966e-08  2.097427e-11  5.851261e-06  3.877446e-06  1.203963e-06  1.164184e-07  8.226456e-10  4.811932e-06  2.948279e-06  6.113764e-07  1.283315e-08  3.873684e-06  1.947649e-06  1.291201e-07  2.917338e-06  8.054204e-07  1.476662e-06
42    5.988756e-13  7.105468e-11  8.138626e-11  7.899875e-11  7.324366e-11  6.647166e-11  5.940449e-11  5.220510e-11  4.479332e-11  3.692687e-11  2.689313e-11  1.484083e-05  5.583480e-06  1.067972e-06  1.386480e-07  1.270729e-08  7.659665e-10  3.323344e-11  9.096327e-12  8.513642e-12  6.479863e-12  1.288918e-05  7.291277e-06  2.191721e-06  4.134315e-07  4.924282e-08  3.303902e-09  8.964624e-11  7.711447e-13  3.495902e-12  1.040199e-05  6.676441e-06  2.416496e-06  5.191932e-07  6.199080e-08  3.239291e-09  3.548633e-11 -3.308804e-13  8.497357e-06  5.730080e-06  2.193127e-06  4.560389e-07  4.253243e-08  1.052173e-09 -1.687436e-12  7.019990e-06  4.785481e-06  1.757351e-06  2.941813e-07  1.436183e-08  2.527584e-11  5.827173e-06  3.867113e-06  1.203630e-06  1.169936e-07  8.532931e-10  4.802802e-06  2.947018e-06  6.130764e-07  1.302918e-08  3.874108e-06  1.951252e-06  1.301333e-07  2.923533e-06  8.091545e-07  1.483635e-06
43    5.800407e-13  6.637820e-11  7.623720e-11  7.434369e-11  6.920670e-11  6.301420e-11  5.646752e-11  4.973794e-11  4.276432e-11  3.535937e-11  2.578906e-11  1.452291e-05  5.464314e-06  1.047349e-06  1.364152e-07  1.255565e-08  7.652486e-10  3.792048e-11  1.367875e-11  1.290175e-11  9.931539e-12  1.263890e-05  7.168544e-06  2.160891e-06  4.088687e-07  4.888191e-08  3.298952e-09  9.115222e-11  1.279886e-12  4.834153e-12  1.025130e-05  6.594889e-06  2.392734e-06  5.155362e-07  6.179540e-08  3.254669e-09  3.729570e-11 -2.392870e-13  8.408697e-06  5.680870e-06  2.178947e-06  4.543797e-07  4.258467e-08  1.070041e-09 -1.282042e-12  6.969142e-06  4.758319e-06  1.751009e-06  2.940978e-07  1.447222e-08  2.906672e-11  5.800108e-06  3.854684e-06  1.202517e-06  1.174523e-07  8.806787e-10  4.791181e-06  2.944137e-06  6.143399e-07  1.320339e-08  3.872552e-06  1.953771e-06  1.310272e-07  2.928284e-06  8.124214e-07  1.489899e-06
44    5.623470e-13  6.210029e-11  7.148515e-11  7.001084e-11  6.542975e-11  5.976757e-11  5.370081e-11  4.740689e-11  4.084346e-11  3.387412e-11  2.474486e-11  1.421853e-05  5.349242e-06  1.026992e-06  1.341636e-07  1.239849e-08  7.647303e-10  4.355481e-11  1.925973e-11  1.825037e-11  1.431705e-11  1.239310e-05  7.046032e-06  2.129590e-06  4.041242e-07  4.848610e-08  3.290052e-09  9.243370e-11  1.866883e-12  6.348723e-12  1.009915e-05  6.511464e-06  2.367963e-06  5.115766e-07  6.154749e-08  3.265085e-09  3.887050e-11 -1.249108e-13  8.317101e-06  5.629260e-06  2.163637e-06  4.524142e-07  4.259375e-08  1.085280e-09 -9.193953e-13  6.915214e-06  4.728847e-06  1.743667e-06  2.937904e-07  1.456284e-08  3.242456e-11  5.770248e-06  3.840276e-06  1.200668e-06  1.178031e-07  9.051651e-10  4.777192e-06  2.939711e-06  6.151904e-07  1.335782e-08  3.869097e-06  1.955249e-06  1.318093e-07  2.931641e-06  8.152391e-07  1.495475e-06
